RunAuth,Type,Ind,Ass,Year,Month,Day,Hour,Minute,Second,STCode,STCorr,LongitudeE,LatitudeS,Depth,ZCode,Mx,Mval,HDPlace
AUST,local,1,Preferred,2014,4,21,9,42,1,AWST,8,114.918,24.753,10,N,ML,2.7,128 km E of Carnarvon; WA
MEL,local,1,Preferred,2014,4,21,16,51,47.2,AEST,10,148.608,32.608,2,D,ML,3.7,32 km W of Wellington; NSW
ADE,local,1,Preferred,2014,4,23,13,1,6.9,ACST,9.5,138.437,33.353,18.5,D,ML,3.1,4.2 km E of Georgetown; SA
ADE,local,1,Preferred,2014,4,29,7,23,36.6,ACST,9.5,138.15,31.39,14.7,D,ML,2.5,37 km SW of Parachilna; Lake Torrens; SA
ADE,local,2,Preferred,2014,4,29,9,54,56.7,ACST,9.5,139.559,32.816,2.8,D,ML,4.8,26 km S of Yunta; SA
ADE,local,0,Preferred,2014,4,29,11,17,46.5,ACST,9.5,139.559,32.816,2.8,C,ML,3,26 km S of Yunta; SA
AUST,local,1,Preferred,2014,5,1,8,17,51,AWST,8,126.419,18.205,5,D,ML,3.1,90 km E of Fitzroy Crossing; WA
ADE,local,1,Preferred,2014,5,1,10,29,46.1,ACST,9.5,135.891,34.989,10.9,D,ML,2.8,30 km S of Port Lincoln; SA
AUST,local,1,Preferred,2014,5,4,22,37,54,AWST,8,128.589,23.005,10,?,ML,3.6,40 km S of Lake Mackay; WA
AUST,local,1,Preferred,2014,5,8,18,8,32,AWST,8,116.59,20.4,30,?,ML,3.4,32 km NNW of Dampier; WA
MEL,local,1,Preferred,2014,5,10,9,29,11,AEST,10,147.492,41.781,5.3,D,ML,2.6,17 km N of Campbell Town; Tas
ADE,local,1,Preferred,2014,5,10,10,33,7.4,ACST,9.5,140.619,38.997,8.9,D,ML,2.8,108 km S of Port Macdonnell; SA
AUST,local,2,Preferred,2014,5,11,20,34,11,AWST,8,117.474,30.618,12,D,ML,2.9,23 km N of Koorda; WA
AUST,local,1,Preferred,2014,5,13,13,51,0,AWST,8,122.339,28.327,9,D,ML,3,34 km N of Laverton; WA
ADE,local,1,Preferred,2014,5,17,14,33,10.3,ACST,9.5,137.599,37.891,19.6,D,ML,3.4,211 km SSW of Robe; SA
SRC,local,1,Preferred,2014,5,20,18,33,15.5,AEST,10,146.053,38.426,13.3,D,ML,2.8,11 km ENE of Leongatha; Vic
MEL,local,1,Preferred,2014,5,20,22,53,53.2,AEST,10,147.444,38.552,10,N,ML,3.5,27 km SE of Seaspray; Vic
ADE,local,1,Preferred,2014,5,22,15,44,57.8,ACST,9.5,138.673,32.02,16.9,D,ML,2.6,18 km ENE of Cradock; SA
AUST,local,0,Preferred,2014,5,24,8,45,4,AWST,8,117.42,30.665,16,D,ML,2.8,19 km NNW of Koorda; WA
AUST,local,0,Preferred,2014,5,31,19,59,26,AWST,8,117.658,30.636,11,D,ML,2.5,27 km NE of Koorda; WA
AUST,local,1,Preferred,2014,6,2,10,12,22,AWST,8,126.236,32.693,10,?,ML,3.3,74 km SSE of Cocklebiddy; WA
ADE,local,2,Preferred,2014,6,4,2,29,8.7,ACST,9.5,137.615,29.902,8.6,D,ML,4.9,52 km WSW of Marree; SA
AUST,local,0,Preferred,2014,6,5,2,57,52,ACST,9.5,137.652,29.897,10,?,ML,3.2,49 km WSW of Marree; SA
AUST,local,0,Preferred,2014,6,6,17,42,12,AWST,8,117.625,30.662,13,D,ML,2.6,23 km NE of Koorda; WA
ADE,local,1,Preferred,2014,6,7,5,54,54.3,ACST,9.5,135.116,27.225,27.4,D,ML,3.1,48 km NW of Oodnadatta; SA
AUST,local,1,Probable,2014,6,7,15,21,23,ACST,9.5,133.935,19.817,10,?,ML,3.3,33 km SW of Tennant Creek; NT
ADE,local,0,Preferred,2014,6,9,18,7,35.6,ACST,9.5,137.622,29.918,12.3,D,ML,4.1,53 km SW of Marree; SA
AUST,local,1,Preferred,2014,6,10,20,19,29,AWST,8,117.767,30.436,10,D,ML,2.6,10 km W of Beacon; WA
ADE,local,1,Preferred,2014,6,12,20,8,9.4,ACST,9.5,138.296,32.492,16.2,D,ML,3,4 km NNW of Hammond; SA
AUST,local,1,Preferred,2014,6,14,5,6,50,AWST,8,116.771,29.2,7,D,ML,2.5,74 km E of Morawa; WA
MEL,local,1,Preferred,2014,6,14,14,19,7.3,AEST,10,151.679,25.228,5,D,ML,3.1,6 km SSE of Mount Perry; Qld
AUST,local,1,Preferred,2014,6,15,7,38,45,AWST,8,121.783,15.314,10,?,ML,3.5,200 km NW of King Sound; WA
AUST,local,1,Preferred,2014,6,17,3,43,17,AWST,8,120.657,21.819,10,D,ML,3,119 km SE of Marble Bar; WA
AUST,local,1,Preferred,2014,6,20,12,33,57,AWST,8,121.552,30.66,0,?,ML,2.8,12 km NE of Kalgoorlie; WA
ADE,local,1,Preferred,2014,6,21,10,51,18.5,ACST,9.5,138.31,32.979,13.1,D,ML,2.7,7 km NNE of Wirrabara; SA
AUST,local,1,Preferred,2014,6,27,10,40,39,ACST,9.5,134.006,19.967,10,D,ML,3.1,40 km SSW of Tennant Creek; NT
GG,local,1,Preferred,2014,6,28,6,42,16.2,AEST,10,145.295,39.448,9.5,D,ML,3.3,80 km SW of Cape Liptrap; Bass Strait
AUST,local,1,Probable,2014,7,7,7,56,7,ACST,9.5,137.461,36.076,10,?,ML,2.7,37 km SSE of Parndana; Kangaroo Island; SA
AUST,local,1,Preferred,2014,7,8,6,49,7,AWST,8,116.172,30.463,10,D,ML,2.8,7 km N of Burakin; WA
AUST,local,1,Preferred,2014,7,9,15,55,33,AWST,8,127.32,23.122,10,?,ML,3.5,118 km WSW of Lake Mackay; WA
AUST,local,1,Preferred,2014,7,10,21,56,29,AWST,8,118.617,30.493,10,?,ML,2.5,25 km ENE of Bonnie Rock; WA
MEL,local,2,Preferred,2014,7,11,20,25,47,AEST,10,146.455,36.651,7,D,ML,2.5,13 km N of Whitfield; King Valley; Vic
GG,local,1,Preferred,2014,7,12,3,44,56.99,AEST,10,146.06,38.437,16.4,D,ML,2.6,9 km SW of Mirboo North; Vic
AUST,local,1,Preferred,2014,7,15,15,38,23,ACST,9.5,133.822,19.756,10,?,ML,3.3,41 km WSW of Tennant Creek; NT
AUST,local,1,Preferred,2014,7,16,0,35,7,AWST,8,128.382,25.718,10,?,ML,3.5,187 km ENE of Warburton; WA
AUST,local,1,Preferred,2014,7,17,18,39,53,AWST,8,117.798,30.371,13,D,ML,3.3,11 km NW of Beacon; WA
AUST,local,1,Preferred,2014,7,18,7,47,24,AWST,8,116.999,25.288,13,D,ML,2.7,14 km SSE of Landor HS; WA
AUST,local,1,Preferred,2014,7,19,5,40,9,AWST,8,119.432,22.887,15,D,ML,2.7,61 km NNW of Newman; Pilbara; WA
AUST,local,1,Preferred,2014,7,19,21,52,27,AWST,8,117.917,19.503,23,D,ML,3.5,113 km NW of Port Hedland; WA
AUST,local,1,Preferred,2014,7,20,14,21,24,AWST,8,120.667,29.611,10,?,ML,2.7,36 km WNW of Menzies; WA
MEL,local,2,Preferred,2014,7,20,20,26,21.5,AEST,10,147.876,28.249,15,D,ML,4.3,73 km WSW of St George; Qld
AUST,local,2,Preferred,2014,7,22,19,49,46,AWST,8,117.689,30.642,10,D,ML,3.3,28 km NE of Koorda; WA
AUST,local,1,Preferred,2014,7,23,18,5,48,AWST,8,118.065,33.442,0,?,ML,2.6,33 km ESE of Dumbleyung; WA
MEL,local,0,Preferred,2014,7,24,19,6,43.2,AEST,10,147.876,28.274,6.2,D,ML,2.8,74 km WSW of St George; Qld
AUST,local,1,Probable,2014,7,26,2,15,3,AWST,8,119.79,28.297,0,?,ML,2.5,59 km SE of Sandstone; WA
AUST,local,1,Preferred,2014,7,27,11,39,0,ACST,9.5,142.025,30.179,0,?,ML,2.7,83 km S of Tibooburra; NSW
AUST,local,1,Preferred,2014,7,27,18,59,24,AWST,8,116.976,32.271,12,D,ML,2.5,11 km N of Brookton; WA
AUST,local,1,Preferred,2014,7,29,4,39,10,AWST,8,118.765,18.315,40,?,ML,3.9,370 km W of Broome; WA
AUST,local,1,Preferred,2014,7,29,6,50,7,AWST,8,123.863,26.105,10,?,ML,3.5,80 km E of Lake Carnegie; WA
AUST,local,1,Preferred,2014,7,31,5,30,37,ACST,9.5,141.564,31.201,10,?,ML,2.7,84 km N of Broken Hill; NSW
ADE,local,1,Preferred,2014,7,31,5,30,40.9,ACST,9.5,141.735,31.307,17.8,D,ML,2.5,76 km NNE of Broken Hill; NSW
SRC,local,1,Preferred,2014,7,31,20,14,41.8,AEST,10,151.373,32.842,0,D,ML,2.6,1.7 km ESE of Cessnock; NSW
ADE,local,1,Preferred,2014,8,1,6,37,13.5,ACST,9.5,139.49,33.09,7.9,D,ML,2.5,46 km ESE of Oodla Wirra; SA
AUST,local,1,Preferred,2014,8,2,5,17,51,AWST,8,116.804,29.192,0,?,ML,2.5,77 km E of Morawa; WA
MEL,local,1,Preferred,2014,8,2,14,13,16.8,AEST,10,148.988,28.508,10,N,ML,2.9,65 km SE of St George; Qld
MEL,local,1,Preferred,2014,8,6,13,40,45.6,AEST,10,142.201,38.918,10,N,ML,2.6,65 km SSW of Warrnambool; Vic
AUST,local,1,Preferred,2014,8,7,20,28,1,AWST,8,118.921,32.254,10,?,ML,2.6,22 km NNE of Hyden; WA
AUST,local,1,Preferred,2014,8,8,5,6,37,ACST,9.5,133.896,19.916,2,D,ML,3.4,43 km SW of Tennant Creek; NT
AUST,local,1,Preferred,2014,8,8,16,17,19,AEST,10,146.416,17.044,0,?,ML,3.3,70 km ESE of Cairns; Off Qld
GG,local,1,Preferred,2014,8,10,21,50,38.02,AEST,10,146.931,37.329,8.4,D,ML,2.5,16 km SE of Wonnangatta; Vic
MEL,local,1,Preferred,2014,8,11,18,34,21.6,AEST,10,151.968,22.262,10,N,ML,2.6,158 km NE of Yeppoon; Off Qld
GG,local,2,Preferred,2014,8,13,15,22,33.6,AEST,10,142.0532,33.5198,10,N,ML,3.8,66 km N of Wentworth; NSW
AUST,local,1,Preferred,2014,8,14,17,8,10,AWST,8,114.219,24.595,10,?,ML,2.7,65 km ENE of Carnarvon; WA
AUST,local,1,Probable,2014,8,16,22,15,57,AWST,8,114.574,23.517,10,?,ML,3.6,178 km NNE of Carnarvon; WA
AUST,local,1,Preferred,2014,8,17,2,28,0,AWST,8,119.335,23.055,0,?,ML,2.8,53 km NW of Newman; WA
AUST,local,1,Preferred,2014,8,19,14,10,21,AWST,8,119.382,31.403,14,D,ML,2.5,20 km SSE of Southern Cross; WA
AUST,local,1,Preferred,2014,8,21,13,32,26,AWST,8,116.071,28.213,10,D,ML,2.8,66 km NE of Mullewa; WA
ADE,local,1,Preferred,2014,8,21,14,48,56.2,ACST,9.5,136.479,33.82,7.1,D,ML,2.8,13 km S of Cleve; SA
MEL,local,2,Preferred,2014,8,21,21,52,35.9,AEST,10,144.448,42.065,10,?,ML,3.4,76 km W of Strahan; Tas
AUST,local,1,Probable,2014,8,22,7,25,18,AWST,8,114.61,23.505,10,?,ML,3.8,94 km SSE of Giralia; WA
MEL,local,0,Preferred,2014,8,22,8,35,17.3,AEST,10,150.662,25.701,4,D,ML,3,57 km SE of Cracow; Qld
MEL,local,2,Preferred,2014,8,22,8,38,11.4,AEST,10,150.668,25.714,4,D,ML,3.1,59 km SE of Cracow; Qld
AUST,local,1,Probable,2014,8,23,11,51,19,AWST,8,119.56,18.297,0,?,ML,2.5,94 km SE of Rowley Shoals; WA
ADE,local,1,Probable,2014,8,23,21,45,21.8,ACST,9.5,132.597,27.745,30.4,D?,ML,2.7,112 km WSW of Marla; SA
MEL,local,1,Preferred,2014,8,27,9,46,45.4,AEST,10,152.989,31.979,10,?,ML,3.1,51 km ESE of Taree; Off NSW
MEL,local,0,Preferred,2014,8,27,21,1,48.1,AEST,10,150.633,25.654,1.3,D,ML,3.1,51 km SE of Cracow; Qld
ADE,local,1,Preferred,2014,8,30,10,43,56.4,ACST,9.5,136.466,33.816,4.4,D,ML,3.3,13 km SSE of Cleve; SA
ADE,local,1,Preferred,2014,8,30,10,44,34.9,ACST,9.5,136.466,33.816,4.4,D,ML,3.3,13 km SSE of Cleve; SA
ADE,local,2,Preferred,2014,8,31,10,53,6.9,ACST,9.5,140.68,38.076,37.9,D,ML,2.8,3 km SW of Port Macdonnell; SA
ADE,local,1,Probable,2014,9,1,8,35,1.9,ACST,9.5,137.401,25.887,10,?,ML,2.8,61 km WNW of Poeppel Corner; Simpson Desert; NT
ADE,local,1,Preferred,2014,9,1,14,18,30.3,ACST,9.5,139.617,26.19,23.1,D,ML,3.5,50 km SE of Birdsville (Qld); Simpson Desert; SA
AUST,local,1,Preferred,2014,9,1,23,1,33,ACST,9.5,133.872,19.942,5,D,ML,3.9,47 km SW of Tennant Creek; NT
AUST,local,1,Preferred,2014,9,4,6,44,3,AWST,8,117.84,30.48,10,?,ML,2.8,4 km SW of Beacon; WA
AUST,local,1,Preferred,2014,9,4,6,53,55,AWST,8,117.787,30.386,10,?,ML,2.6,11 km NW of Beacon; WA
AUST,local,1,Preferred,2014,9,5,14,7,29,AEST,10,143.895,16.949,0,?,ML,2.9,71 km WNW of Chillagoe; Qld
AUST,local,1,Preferred,2014,9,6,13,54,10,AWST,8,124.413,30.018,13,D,ML,3.2,137 km NE of Zanthus; WA
AUST,local,1,Preferred,2014,9,7,1,17,51,AEST,10,141.822,29.827,10,?,ML,2.7,47 km SSW of Tibooburra; NSW
AUST,local,1,Preferred,2014,9,8,12,57,26,AWST,8,117.207,33.71,12,D,ML,2.6,14 km NNE of Kojonup; WA
ADE,local,1,Preferred,2014,9,13,8,52,54.4,ACST,9.5,139.103,33.766,15.1,D,ML,2.6,18 km ESE of Burra; SA
AUST,local,1,Probable,2014,9,13,22,9,34,AWST,8,113.285,24.903,15,D,ML,3.2,38 km W of Carnarvon; Off WA
ADE,local,1,Preferred,2014,9,15,6,39,42.1,ACST,9.5,138.51,32.038,25.5,D,ML,2.5,4 km NNE of Cradock; SA
ADE,local,1,Preferred,2014,9,17,14,16,52.7,ACST,9.5,139.023,33.463,8.7,D,ML,3.2,13 km ESE of Hallett; SA
AUST,local,1,Probable,2014,9,18,3,21,52,AWST,8,126.97,31.646,15,D?,ML,3.3,29 km N of Madura; WA
ADE,local,1,Preferred,2014,9,18,12,7,57.9,ACST,9.5,138.242,32.884,16.6,D,ML,2.8,8 km SE of Melrose; SA
SRC,local,1,Preferred,2014,9,19,1,59,23,AEST,10,149.201,32.434,0.1,D,ML,2.6,28 km ENE of Wellington; NSW
ADE,local,1,Preferred,2014,9,20,13,52,25.6,ACST,9.5,136.668,33.249,11.1,D,ML,2.8,26 km ESE of Kimba; SA
SRC,local,2,Preferred,2014,9,23,11,55,10.1,AEST,10,151.367,32.87,0,?,ML,3.1,4 km SSE of Cessnock; NSW
MEL,local,1,Preferred,2014,9,24,13,55,32.7,AEST,10,150.082,29.455,10,?,ML,2.6,23 km E of Moree; NSW
AUST,local,1,Preferred,2014,9,25,23,1,5,AWST,8,117.793,30.477,10,D,ML,2.5,8 km WSW of Beacon; WA
AUST,local,1,Preferred,2014,9,26,15,38,16,AWST,8,119.534,20.1,10,?,ML,4.2,103 km ENE of Port Hedland; WA
AUST,local,1,Preferred,2014,9,29,19,27,29,AWST,8,120.989,18.972,10,?,ML,3.1,175 km SW of Broome; WA
MEL,local,1,Probable,2014,9,30,20,38,34.2,AEST,10,149.361,21.423,10,?,ML,2.9,36 km SSE of Mackay; Qld
ADE,local,1,Preferred,2014,10,1,14,9,38.6,ACST,9.5,138.388,33.577,13.2,D,ML,3,13 km SSW of Gulnare; SA
MEL,local,1,Preferred,2014,10,4,22,3,23,UTC,0,146.728,38.526,10,?,mL,2.5,6 km NE of Yarram; Vic
AUST,local,1,Preferred,2014,10,9,15,45,32,AWST,8,127.132,18.137,9,D,ML,2.9,60 km W of Halls Creek; WA
AUST,local,1,Preferred,2014,10,10,4,23,9,AWST,8,113.734,27.269,10,?,ML,3.5,65 km NW of Kalbarri; Off WA
MEL,local,1,Preferred,2014,10,12,4,43,54.8,AEDT,11,113.893,29.923,10,?,mL,3.4,119 km WNW of Jurien Bay; Off WA
AUST,local,1,Preferred,2014,10,13,13,26,31,ACST,9.5,134.029,19.822,14,D,ML,3,26 km SSW of Tennant Creek; NT
SRC,local,1,Preferred,2014,10,13,18,0,19.3,AEDT,11,147.956,35.153,2.6,D,mL,2.5,17 km SW of Gundagai; NSW
AUST,local,1,Preferred,2014,10,16,23,41,0,AWST,8,116.214,28.741,0,?,ML,2.5,56 km NNE of Morawa; WA
SRC,local,1,Preferred,2014,10,17,8,13,43.7,AEDT,11,146.227,38.219,10.6,D,ML,3.3,4.7 km N of Narracan; Vic
ADE,local,1,Preferred,2014,10,19,3,34,17.7,ACDT,10.5,140.73,27.771,20,D,ML,3.2,7.1 km S of Innamincka; SA
MEL,local,1,Preferred,2014,10,19,17,39,43.3,AEDT,11,151.358,32.815,0,?,mL,2.5,2.2 km N of Cessnock; NSW
SRC,local,1,Preferred,2014,10,20,14,40,14.2,AEDT,11,151.345,32.854,0,?,ML,2.6,2.4 km SSW of Cessnock; NSW
AUST,local,1,Preferred,2014,10,22,2,40,21,AWST,8,114.583,22.501,10,?,ML,2.8,Giralia; WA
AUST,local,1,Preferred,2014,10,24,18,21,27,ACST,9.5,129.685,23.579,0,?,ML,2.9,45 km SE of Kintore; NT
SRC,local,1,Probable,2014,10,30,17,34,26.8,AWST,8,117.919,30.31,10,?,MLzd,3.5,17 km NNE of Beacon; WA
AUST,local,1,Probable,2014,10,31,19,15,25,AWST,8,121.232,30.815,10,?,ML,4.2,17 km NNE of Coolgardie; WA
AUST,local,1,Preferred,2014,10,31,21,4,26,AWST,8,121.149,30.879,10,?,ML,2.6,9 km N of Coolgardie; WA
AUST,local,1,Preferred,2014,11,3,13,37,11,AWST,8,112.773,26.559,0,?,ML,2.8,104 km SW of Denham; WA
AUST,local,1,Possible,2014,11,4,0,33,46,AEDT,11,151.423,32.953,10,D,ML,2.6,14 km SSE of Cessnock; NSW
SRC,local,1,Preferred,2014,11,4,4,41,29.5,AWST,8,117.87,30.142,10,?,MLzd,2.9,4.5 km N of Beacon; WA
AUST,local,1,Preferred,2014,11,4,15,55,42,AWST,8,121.133,30.92,9,D,ML,2.9,5 km NW of Coolgardie; WA
AUST,local,1,Preferred,2014,11,5,3,45,7,AWST,8,117.111,33.701,6,D,ML,2.7,15 km NNW of Kojonup; WA
AUST,local,1,Preferred,2014,11,5,12,13,32,AWST,8,117.249,33.699,13,D,ML,2.6,17 km NNE of Kojonup; WA
AUST,local,1,Preferred,2014,11,5,22,1,2,AWST,8,117.075,33.705,5,D,ML,2.6,16 km NNW of Kojonup; WA
SRC,local,1,Preferred,2014,11,6,0,58,12.3,AWST,8,117.629,30.652,5.7,D,ML,2.5,24 km NE of Koorda; WA
SRC,local,1,Preferred,2014,11,8,22,4,20.9,AWST,8,117.766,30.416,0,?,MLzd,2.5,32 km SW of Beacon; WA
AUST,local,1,Probable,2014,11,12,2,0,22,AWST,8,125.666,18.287,18,D,Mb,3.8,14 km SE of Fitzroy Crossing; WA
ADE,local,1,Probable,2014,11,13,20,56,58.4,ACDT,10.5,140.729,26.978,20.5,D,ML,2.6,81 km N of Innamincka; SA
AUST,local,1,Probable,2014,11,16,3,24,38,AWST,8,122.547,32.49,10,?,ML,2.5,79 km ESE of Norseman; WA
MEL,local,1,Preferred,2014,11,19,5,13,16.7,AEDT,11,147.923,35.146,8.7,D,ML,3.7,19 km WSW of Gundagai; NSW
AUST,local,1,Probable,2014,11,28,3,1,45,AWST,8,112.569,26.054,15,?,ML,4,49 km WSW of Dirk Hartog Island; WA
AUST,local,1,Probable,2014,12,1,10,25,15,ACST,9.5,131.3,21.716,10,?,ML,3.7,79 km NW of Yuendumu; NT
SRC,local,1,Preferred,2014,12,2,16,34,40.2,AEDT,11,145.846,38.418,8.8,D,ML,3.4,2.6 km NE of Korumburra; Vic
AUST,local,1,Probable,2014,12,3,2,46,4,AWST,8,117.668,30.617,6,D,ML,2.7,27 km SW of Beacon; WA
SRC,local,1,Preferred,2014,12,3,19,5,10.66,AEDT,11,145.4599,38.0668,18.43,D,ML,3.4,2.3 km WNW of Pakenham; Vic
AUST,local,1,Preferred,2014,12,5,3,57,28.36,AWST,8,117.1533,30.738,5.2,D,ML,2.8,3.9 km NNE of Cadoux; WA
AUST,local,1,Preferred,2014,12,5,23,16,25,AWST,8,123.45,19.017,10,?,ML,2.9,174 km SE of Broome; Canning Basin; WA
AUST,local,1,Preferred,2014,12,6,6,9,29,AWST,8,127.388,17.616,10,?,ML,3.3,74 km NNW of Halls Creek; WA
GG,local,2,Preferred,2014,12,6,20,54,1.25,AEDT,11,144.041,38.225,12.6,D,ML,2.6,5 km ENE of Winchelsea; Vic
AUST,local,1,Preferred,2014,12,7,17,17,25,ACST,9.5,133.974,19.739,10,?,ML,2.8,25 km WSW of Tennant Creek; NT
AUST,local,1,Preferred,2014,12,7,21,51,22,AEDT,11,147.384,33.871,0,?,ML,2.6,18 km ENE of West Wyalong; NSW
AUST,local,1,Preferred,2014,12,8,5,26,48,AWST,8,116.807,29.142,10,?,ML,2.7,18 km NNW of Rothsay; WA
ADE,local,2,Preferred,2014,12,8,13,21,34.2,ACDT,10.5,136.439,33.8,7.4,D,ML,2.5,12 km SSW of Cleve; SA
SRC,local,1,Preferred,2014,12,18,21,39,54.5,AEDT,11,151.339,32.871,0,?,ML,2.7,4.4 km SSW of Cessnock; NSW
SRC,local,1,Preferred,2014,12,20,9,50,13.9,AEDT,11,148.733,38.276,7.2,D,ML,3.4,56 km SSE of Marlo; Bass Strait; Vic
ADE,local,1,Probable,2014,12,20,22,22,0.7,ACDT,10.5,140.798,26.957,27.8,D,ML,2.7,33 km SSE of Cordillo Downs HS; SA
ADE,local,1,Preferred,2014,12,22,11,58,14.9,ACDT,10.5,141.822,31.942,19.2,D,ML,3.3,34 km E of Broken Hill; NSW
AUST,local,1,Preferred,2014,12,29,9,21,55,ACST,9.5,133.907,19.852,12,?,ML,3.4,38 km SW of Tennant Creek; NT
ADE,local,1,Preferred,2014,12,30,17,31,5.3,ACDT,10.5,140.631,38.253,39.4,D,ML,2.6,23 km SSW of Port Macdonnell; SA
AUST,local,1,Preferred,2015,1,5,20,25,33,AWST,8,120.848,29.849,10,?,ML,2.6,S of Lake Ballard; WA
AUST,local,1,Preferred,2015,1,6,12,41,29,ACDT,10.5,133.071,26.862,4,D,ML,3.4,74 km NW of Marla; SA
SRC,local,1,Preferred,2015,1,6,13,11,32.2,ACDT,10.5,133.0742,27.0302,16.3,D,ML,3.4,35 km WSW of Indulkana; SA
SRC,local,1,Preferred,2015,1,9,4,39,45.6,AEDT,11,151.3383,32.8411,0,C,ML,2.8,1.9 km WSW of Cessnock; NSW
ADE,local,1,Preferred,2015,1,9,7,32,44.5,ACDT,10.5,138.265,33.028,15.5,D,ML,2.9,0.5 km NNW of Wirrabara; SA
ADE,local,1,Preferred,2015,1,9,18,23,23.5,ACDT,10.5,138.283,33.104,18.7,D,ML,2.8,8 km S of Wirrabara; SA
SRC,local,1,Preferred,2015,1,13,23,37,10.5,AEDT,11,145.1548,41.3717,10.13,D,ML,3.8,16 km NNW of Savage River; Tas
AUST,local,1,Preferred,2015,1,14,12,12,43,AWST,8,114.522,23.46,10,?,ML,3.2,34 km NNE of Minilya; WA
AUST,local,1,Probable,2015,1,17,17,41,47,AWST,8,119.3,23.306,0,?,ML,2.8,45 km W of Newman; WA
ADE,local,1,Preferred,2015,1,17,21,30,38.3,ACDT,10.5,138.67,32.001,14.9,D,ML,2.8,18 km ENE of Cradock; SA
AUST,local,1,Preferred,2015,1,18,15,57,47,AWST,8,121.176,30.697,10,?,ML,2.6,29 km N of Coolgardie; WA
SRC,local,1,Preferred,2015,1,21,6,11,18.6,AEDT,11,151.3722,32.8458,0,?,ML,2.5,1.9 km SE of Cessnock; NSW
AUST,local,1,Preferred,2015,1,23,5,56,22,AWST,8,121.488,31.424,4,D,ML,2.8,Kambalda; WA
AUST,local,1,Probable,2015,1,24,18,44,9,AEST,10,143.344,23.751,10,?,ML,3.3,99 km WSW of Longreach; Qld
AUST,local,1,Probable,2015,1,31,15,2,39,ACST,9.5,133.95,19.68,10,?,ML,3.2,26 km W of Tennant Creek; NT
SRC,local,1,Preferred,2015,2,12,20,58,37.5,AEDT,11,146.7315,43.2387,20,D,ML,2.5,3 km W of Hartz Peak; Tas
AUST,local,1,Probable,2015,2,13,22,15,12,AWST,8,121.532,30.627,13,D,ML,3.3,14 km NNE of Kalgoorlie; WA
SRC,local,2,Preferred,2015,2,15,15,57,7,AEST,10,151.5552,25.1021,10,N,ML,5.2,13 km NW of Mount Perry; Qld
SRC,local,0,Probable,2015,2,15,16,20,14,AEST,10,151.6036,25.1051,10,?,ML,2.8,9 km NNW of Mount Perry; Qld
SRC,local,0,Preferred,2015,2,15,16,40,32.8,AEST,10,151.5984,25.1081,5.5,D,ML,3.4,12 km NW of Mount Perry; Qld
SRC,local,0,Preferred,2015,2,15,17,37,2.7,AEST,10,151.5535,25.0898,0.89,D,ML,3.7,14 km NW of Mount Perry; Qld
SRC,local,0,Preferred,2015,2,15,18,6,3.8,AEST,10,151.5756,25.1025,1.22,D,ML,2.8,11 km NW of Mount Perry; Qld
SRC,local,0,Preferred,2015,2,16,5,56,48.1,AEST,10,151.5588,25.104,10,?,ML,4.2,9 km NW of Mount Perry; Qld
AUST,local,0,Preferred,2015,2,19,4,0,15,AEST,10,151.471,25.124,11,D,ML,2.9,19 km WNW of Mount Perry; Qld
ADE,local,1,Preferred,2015,2,20,3,40,19.2,ACDT,10.5,137.593,29.55,25.6,D,ML,2.6,48 km WNW of Maree; SA
AUST,local,1,Probable,2015,2,20,20,0,59,AEDT,11,150.315,30.099,10,?,ML,2.7,57 km ENE of Narrabri; NSW
AUST,local,0,Preferred,2015,2,23,7,39,8,AEST,10,151.821,25.358,1,D,ML,2.5,22 km SSW of Morganville; Qld
AUST,local,1,Preferred,2015,2,24,18,6,55,AEDT,11,148.967,33.462,0,?,ML,2.5,4.5 km WSW of Cadia; NSW
AUST,local,0,Preferred,2015,2,26,23,20,55,AEST,10,151.471,25.103,4,?,ML,2.6,20 km WNW of Mount Perry; Qld
ADE,local,1,Probable,2015,2,27,6,23,0.3,ACDT,10.5,139.006,27.884,37.9,D,ML,2.5,172 km W of Innamincka; SA
AUST,local,1,Preferred,2015,3,4,3,1,29,AWST,8,119.213,18.134,105,D,ML,3.6,62 km SSE of Rowley Shoals; Off WA
SRC,local,1,Preferred,2015,3,5,1,35,20.8,AEDT,11,146.1927,38.255,9.5,D,ML,2.9,3.2 km WNW of Narracan; Vic
AUST,local,1,Preferred,2015,3,5,14,58,51,AWST,8,117.298,30.285,14,D,ML,3,19 km ENE of Kalannie; WA
AUST,local,1,Preferred,2015,3,6,0,35,40,AWST,8,117.266,30.314,16,D,ML,2.5,15 km ENE of Kalannie; WA
AUST,local,1,Preferred,2015,3,6,1,39,18,AWST,8,117.228,30.317,18,D,ML,2.5,12 km ENE of Kalannie; WA
AUST,local,1,Preferred,2015,3,6,1,39,40,AWST,8,117.252,30.28,15,D?,ML,2.6,16 km NE of Kalannie; WA
ADE,local,1,Preferred,2015,3,8,23,41,33.1,ACDT,10.5,137.475,25.884,24.5,D,ML,2.9,53 km WNW of Poeppel Corner; Simpson Desert; NT
SRC,local,1,Preferred,2015,3,10,12,39,49.1,AEDT,11,145.5116,38.035,9.5,D,ML,2.9,5.5 km NNE of Pakenham; Vic
AUST,local,1,Preferred,2015,3,15,11,34,42,AWST,8,121.489,33.545,10,?,ML,3.1,51 km NW of Esperance; WA
